song,album,prev,lyric,next
Cannibal’s Hymn,Abattoir Blues / The Lyre of Orpheus,But I’m glad you’ve come around,here with your animals,And your heart that is banging and beating
Cannibal’s Hymn,Abattoir Blues / The Lyre of Orpheus,here with your animals,And your heart that is banging and beating,And banging like a gong
Cannibal’s Hymn,Abattoir Blues / The Lyre of Orpheus,And your heart that is banging and beating,And banging like a gong,
Cannibal’s Hymn,Abattoir Blues / The Lyre of Orpheus,And banging like a gong,,"I can see that they’ve hurt you, dear"
Cannibal’s Hymn,Abattoir Blues / The Lyre of Orpheus,,"I can see that they’ve hurt you, dear",Here is some moonlight to cloak us
Cannibal’s Hymn,Abattoir Blues / The Lyre of Orpheus,"I can see that they’ve hurt you, dear",Here is some moonlight to cloak us,And I will never desert you here
Cannibal’s Hymn,Abattoir Blues / The Lyre of Orpheus,Here is some moonlight to cloak us,And I will never desert you here,Unpetaled among the crocus
Cannibal’s Hymn,Abattoir Blues / The Lyre of Orpheus,And I will never desert you here,Unpetaled among the crocus,"Allow me, my love, to allay your fear"
Cannibal’s Hymn,Abattoir Blues / The Lyre of Orpheus,Unpetaled among the crocus,"Allow me, my love, to allay your fear","As I swim, in and out of focus"
Cannibal’s Hymn,Abattoir Blues / The Lyre of Orpheus,"Allow me, my love, to allay your fear","As I swim, in and out of focus",But if you’re gonna dine with the cannibals
Cannibal’s Hymn,Abattoir Blues / The Lyre of Orpheus,"As I swim, in and out of focus",But if you’re gonna dine with the cannibals,"Sooner or later, darling, you’re gonna get eaten"
Cannibal’s Hymn,Abattoir Blues / The Lyre of Orpheus,But if you’re gonna dine with the cannibals,"Sooner or later, darling, you’re gonna get eaten",But I’m glad you’ve come around
Cannibal’s Hymn,Abattoir Blues / The Lyre of Orpheus,"Sooner or later, darling, you’re gonna get eaten",But I’m glad you’ve come around,here with your animals
Cannibal’s Hymn,Abattoir Blues / The Lyre of Orpheus,But I’m glad you’ve come around,here with your animals,And your heart that is bruised but bleating
Cannibal’s Hymn,Abattoir Blues / The Lyre of Orpheus,here with your animals,And your heart that is bruised but bleating,And bleeding like a lamb
Cannibal’s Hymn,Abattoir Blues / The Lyre of Orpheus,And your heart that is bruised but bleating,And bleeding like a lamb,Banging like a gong
Cannibal’s Hymn,Abattoir Blues / The Lyre of Orpheus,And bleeding like a lamb,Banging like a gong,Beating like a drum
Cannibal’s Hymn,Abattoir Blues / The Lyre of Orpheus,Banging like a gong,Beating like a drum,
Hiding All Away,Abattoir Blues / The Lyre of Orpheus,,"You went looking for me, dear,",Down by the sea
Hiding All Away,Abattoir Blues / The Lyre of Orpheus,"You went looking for me, dear,",Down by the sea,You found some little silver fish
Hiding All Away,Abattoir Blues / The Lyre of Orpheus,Down by the sea,You found some little silver fish,But you didn’t find me
Hiding All Away,Abattoir Blues / The Lyre of Orpheus,You found some little silver fish,But you didn’t find me,"I was hiding, dear, hiding all away"
Hiding All Away,Abattoir Blues / The Lyre of Orpheus,But you didn’t find me,"I was hiding, dear, hiding all away","I was hiding, dear, hiding all away"
Hiding All Away,Abattoir Blues / The Lyre of Orpheus,"I was hiding, dear, hiding all away","I was hiding, dear, hiding all away",
Hiding All Away,Abattoir Blues / The Lyre of Orpheus,"I was hiding, dear, hiding all away",,You went to the museum
Hiding All Away,Abattoir Blues / The Lyre of Orpheus,,You went to the museum,You climbed a spiral stair
Hiding All Away,Abattoir Blues / The Lyre of Orpheus,You went to the museum,You climbed a spiral stair,You searched for me all among
Hiding All Away,Abattoir Blues / The Lyre of Orpheus,You climbed a spiral stair,You searched for me all among,The knowledgeable air
Hiding All Away,Abattoir Blues / The Lyre of Orpheus,You searched for me all among,The knowledgeable air,"I was hidden, babe, hiding all away"
Hiding All Away,Abattoir Blues / The Lyre of Orpheus,The knowledgeable air,"I was hidden, babe, hiding all away","I was hidden, dear, hiding all away"
Hiding All Away,Abattoir Blues / The Lyre of Orpheus,"I was hidden, babe, hiding all away","I was hidden, dear, hiding all away",
Hiding All Away,Abattoir Blues / The Lyre of Orpheus,"I was hidden, dear, hiding all away",,You entered the cathedral
Hiding All Away,Abattoir Blues / The Lyre of Orpheus,,You entered the cathedral,When you heard the solemn knell
Hiding All Away,Abattoir Blues / The Lyre of Orpheus,You entered the cathedral,When you heard the solemn knell,I was not sitting with the gargoyles
Hiding All Away,Abattoir Blues / The Lyre of Orpheus,When you heard the solemn knell,I was not sitting with the gargoyles,I was not swinging from the bell
Hiding All Away,Abattoir Blues / The Lyre of Orpheus,I was not sitting with the gargoyles,I was not swinging from the bell,"I was hiding, dear, I was hiding all away"
Hiding All Away,Abattoir Blues / The Lyre of Orpheus,I was not swinging from the bell,"I was hiding, dear, I was hiding all away","I was hiding, dear, I was hiding all away"
Hiding All Away,Abattoir Blues / The Lyre of Orpheus,"I was hiding, dear, I was hiding all away","I was hiding, dear, I was hiding all away",
Hiding All Away,Abattoir Blues / The Lyre of Orpheus,"I was hiding, dear, I was hiding all away",,You asked an electrician
Hiding All Away,Abattoir Blues / The Lyre of Orpheus,,You asked an electrician,If he’d seen me round his place
Hiding All Away,Abattoir Blues / The Lyre of Orpheus,You asked an electrician,If he’d seen me round his place,He touched you with his fingers
Hiding All Away,Abattoir Blues / The Lyre of Orpheus,If he’d seen me round his place,He touched you with his fingers,Sent sparks zapping out your face
Hiding All Away,Abattoir Blues / The Lyre of Orpheus,He touched you with his fingers,Sent sparks zapping out your face,"I was hidden, dear, hiding all away"
Hiding All Away,Abattoir Blues / The Lyre of Orpheus,Sent sparks zapping out your face,"I was hidden, dear, hiding all away","I was not there, dear, hiding all away"
Hiding All Away,Abattoir Blues / The Lyre of Orpheus,"I was hidden, dear, hiding all away","I was not there, dear, hiding all away",
Hiding All Away,Abattoir Blues / The Lyre of Orpheus,"I was not there, dear, hiding all away",,You went and asked your doctor
Hiding All Away,Abattoir Blues / The Lyre of Orpheus,,You went and asked your doctor,To get some advice
Hiding All Away,Abattoir Blues / The Lyre of Orpheus,You went and asked your doctor,To get some advice,He shot you full of Pethidine
Hiding All Away,Abattoir Blues / The Lyre of Orpheus,To get some advice,He shot you full of Pethidine,And then he billed you twice
Hiding All Away,Abattoir Blues / The Lyre of Orpheus,He shot you full of Pethidine,And then he billed you twice,"But I was hiding, dear, hiding all away"
Hiding All Away,Abattoir Blues / The Lyre of Orpheus,And then he billed you twice,"But I was hiding, dear, hiding all away","But I was hiding, dear, hiding all away"
Hiding All Away,Abattoir Blues / The Lyre of Orpheus,"But I was hiding, dear, hiding all away","But I was hiding, dear, hiding all away",
Hiding All Away,Abattoir Blues / The Lyre of Orpheus,"But I was hiding, dear, hiding all away",,You approached a high court judge
Hiding All Away,Abattoir Blues / The Lyre of Orpheus,,You approached a high court judge,You thought he’d be on the level
Hiding All Away,Abattoir Blues / The Lyre of Orpheus,You approached a high court judge,You thought he’d be on the level,He wrapped a rag around your face
Hiding All Away,Abattoir Blues / The Lyre of Orpheus,You thought he’d be on the level,He wrapped a rag around your face,And beat you with his gavel
Hiding All Away,Abattoir Blues / The Lyre of Orpheus,He wrapped a rag around your face,And beat you with his gavel,"I was hiding, babe, hiding all away"
Hiding All Away,Abattoir Blues / The Lyre of Orpheus,And beat you with his gavel,"I was hiding, babe, hiding all away","I was hidden, dear, hiding all away"
Hiding All Away,Abattoir Blues / The Lyre of Orpheus,"I was hiding, babe, hiding all away","I was hidden, dear, hiding all away",
Hiding All Away,Abattoir Blues / The Lyre of Orpheus,"I was hidden, dear, hiding all away",,You asked at the local constabulary
Hiding All Away,Abattoir Blues / The Lyre of Orpheus,,You asked at the local constabulary,"They said, he’s up to his same old tricks"
Hiding All Away,Abattoir Blues / The Lyre of Orpheus,You asked at the local constabulary,"They said, he’s up to his same old tricks",They leered at you with their baby blues
Hiding All Away,Abattoir Blues / The Lyre of Orpheus,"They said, he’s up to his same old tricks",They leered at you with their baby blues,And rubbed jelly on their sticks
Hiding All Away,Abattoir Blues / The Lyre of Orpheus,They leered at you with their baby blues,And rubbed jelly on their sticks,"I had to get out of there, babe, hiding all away"
Hiding All Away,Abattoir Blues / The Lyre of Orpheus,And rubbed jelly on their sticks,"I had to get out of there, babe, hiding all away","I had to get out of there, dear, hiding all away"
Hiding All Away,Abattoir Blues / The Lyre of Orpheus,"I had to get out of there, babe, hiding all away","I had to get out of there, dear, hiding all away",
Hiding All Away,Abattoir Blues / The Lyre of Orpheus,"I had to get out of there, dear, hiding all away",,You searched through all my poets
Hiding All Away,Abattoir Blues / The Lyre of Orpheus,,You searched through all my poets,From Sappho through to Auden
Hiding All Away,Abattoir Blues / The Lyre of Orpheus,You searched through all my poets,From Sappho through to Auden,I saw the book fall from your hands
Hiding All Away,Abattoir Blues / The Lyre of Orpheus,From Sappho through to Auden,I saw the book fall from your hands,As you slowly died of boredom
Hiding All Away,Abattoir Blues / The Lyre of Orpheus,I saw the book fall from your hands,As you slowly died of boredom,"I had been there, dear,"
Hiding All Away,Abattoir Blues / The Lyre of Orpheus,As you slowly died of boredom,"I had been there, dear,",but I was not there anymore
Hiding All Away,Abattoir Blues / The Lyre of Orpheus,"I had been there, dear,",but I was not there anymore,"I had been there, now I’m hiding all way"
Hiding All Away,Abattoir Blues / The Lyre of Orpheus,but I was not there anymore,"I had been there, now I’m hiding all way",
Hiding All Away,Abattoir Blues / The Lyre of Orpheus,"I had been there, now I’m hiding all way",,You walked into the hall of fame
Hiding All Away,Abattoir Blues / The Lyre of Orpheus,,You walked into the hall of fame,And approached my imitators
Hiding All Away,Abattoir Blues / The Lyre of Orpheus,You walked into the hall of fame,And approached my imitators,Some were stuffing their faces with caviar
Hiding All Away,Abattoir Blues / The Lyre of Orpheus,And approached my imitators,Some were stuffing their faces with caviar,Some were eating cold potatoes
Hiding All Away,Abattoir Blues / The Lyre of Orpheus,Some were stuffing their faces with caviar,Some were eating cold potatoes,"I was hiding, dear, hiding all away"
Hiding All Away,Abattoir Blues / The Lyre of Orpheus,Some were eating cold potatoes,"I was hiding, dear, hiding all away","I was hiding, dear, hiding all away"
Hiding All Away,Abattoir Blues / The Lyre of Orpheus,"I was hiding, dear, hiding all away","I was hiding, dear, hiding all away",
Hiding All Away,Abattoir Blues / The Lyre of Orpheus,"I was hiding, dear, hiding all away",,You asked a famous cook if he’d seen me
Hiding All Away,Abattoir Blues / The Lyre of Orpheus,,You asked a famous cook if he’d seen me,He opened his oven wide
Hiding All Away,Abattoir Blues / The Lyre of Orpheus,You asked a famous cook if he’d seen me,He opened his oven wide,"He basted you with butter, babe"
Hiding All Away,Abattoir Blues / The Lyre of Orpheus,He opened his oven wide,"He basted you with butter, babe",And made you crawl inside
Hiding All Away,Abattoir Blues / The Lyre of Orpheus,"He basted you with butter, babe",And made you crawl inside,"I was not in there, dear, hiding all away"
Hiding All Away,Abattoir Blues / The Lyre of Orpheus,And made you crawl inside,"I was not in there, dear, hiding all away","I was not in there, dear, hiding all away"
Hiding All Away,Abattoir Blues / The Lyre of Orpheus,"I was not in there, dear, hiding all away","I was not in there, dear, hiding all away",
Hiding All Away,Abattoir Blues / The Lyre of Orpheus,"I was not in there, dear, hiding all away",,
Messiah Ward,Abattoir Blues / The Lyre of Orpheus,,I hope you’re sitting comfortably,I saved you the best seat in the house
Messiah Ward,Abattoir Blues / The Lyre of Orpheus,I hope you’re sitting comfortably,I saved you the best seat in the house,Right up in the front row
Messiah Ward,Abattoir Blues / The Lyre of Orpheus,I saved you the best seat in the house,Right up in the front row,The stars have been torn down
Messiah Ward,Abattoir Blues / The Lyre of Orpheus,Right up in the front row,The stars have been torn down,The moon is locked away
Messiah Ward,Abattoir Blues / The Lyre of Orpheus,The stars have been torn down,The moon is locked away,And the land is banked in frozen snow
Messiah Ward,Abattoir Blues / The Lyre of Orpheus,The moon is locked away,And the land is banked in frozen snow,
Messiah Ward,Abattoir Blues / The Lyre of Orpheus,And the land is banked in frozen snow,,"You are a force of nature, dear"
Messiah Ward,Abattoir Blues / The Lyre of Orpheus,,"You are a force of nature, dear",Your breath curls from your lips
Messiah Ward,Abattoir Blues / The Lyre of Orpheus,"You are a force of nature, dear",Your breath curls from your lips,As the trees bend down their branches
Messiah Ward,Abattoir Blues / The Lyre of Orpheus,Your breath curls from your lips,As the trees bend down their branches,
Messiah Ward,Abattoir Blues / The Lyre of Orpheus,As the trees bend down their branches,,And touch you with their fingertips
Messiah Ward,Abattoir Blues / The Lyre of Orpheus,,And touch you with their fingertips,"They’re bringing out the dead, now"
Messiah Ward,Abattoir Blues / The Lyre of Orpheus,And touch you with their fingertips,"They’re bringing out the dead, now",It’s easy just to look away
Messiah Ward,Abattoir Blues / The Lyre of Orpheus,"They’re bringing out the dead, now",It’s easy just to look away,"They are bringing out the dead, now"
Messiah Ward,Abattoir Blues / The Lyre of Orpheus,It’s easy just to look away,"They are bringing out the dead, now","It’s been a strange, strange day"
Messiah Ward,Abattoir Blues / The Lyre of Orpheus,"They are bringing out the dead, now","It’s been a strange, strange day",
Messiah Ward,Abattoir Blues / The Lyre of Orpheus,"It’s been a strange, strange day",,We could navigate our position by the stars
Messiah Ward,Abattoir Blues / The Lyre of Orpheus,,We could navigate our position by the stars,But they’ve taken out the stars
Messiah Ward,Abattoir Blues / The Lyre of Orpheus,We could navigate our position by the stars,But they’ve taken out the stars,The stars have all gone
Messiah Ward,Abattoir Blues / The Lyre of Orpheus,But they’ve taken out the stars,The stars have all gone,I’m glad you’ve come along
Messiah Ward,Abattoir Blues / The Lyre of Orpheus,The stars have all gone,I’m glad you’ve come along,We could comprehend our
Messiah Ward,Abattoir Blues / The Lyre of Orpheus,I’m glad you’ve come along,We could comprehend our,condition by the moon
Messiah Ward,Abattoir Blues / The Lyre of Orpheus,We could comprehend our,condition by the moon,But they’ve ordered the moon not to shine
Messiah Ward,Abattoir Blues / The Lyre of Orpheus,condition by the moon,But they’ve ordered the moon not to shine,"Still, I’m glad you’ve come along"
Messiah Ward,Abattoir Blues / The Lyre of Orpheus,But they’ve ordered the moon not to shine,"Still, I’m glad you’ve come along",I was worried out of my mind
Messiah Ward,Abattoir Blues / The Lyre of Orpheus,"Still, I’m glad you’ve come along",I was worried out of my mind,"Cause, they keep bringing out the dead"
Messiah Ward,Abattoir Blues / The Lyre of Orpheus,I was worried out of my mind,"Cause, they keep bringing out the dead",It’s easy just to look away
Messiah Ward,Abattoir Blues / The Lyre of Orpheus,"Cause, they keep bringing out the dead",It’s easy just to look away,"They’re bringing out the dead, now"
Messiah Ward,Abattoir Blues / The Lyre of Orpheus,It’s easy just to look away,"They’re bringing out the dead, now","And it’s been a long, strange day"
Messiah Ward,Abattoir Blues / The Lyre of Orpheus,"They’re bringing out the dead, now","And it’s been a long, strange day",
Messiah Ward,Abattoir Blues / The Lyre of Orpheus,"And it’s been a long, strange day",,You can move up a little closer
Messiah Ward,Abattoir Blues / The Lyre of Orpheus,,You can move up a little closer,I will throw a blanket over
Messiah Ward,Abattoir Blues / The Lyre of Orpheus,You can move up a little closer,I will throw a blanket over,We can weigh all the tears in one hand
Messiah Ward,Abattoir Blues / The Lyre of Orpheus,I will throw a blanket over,We can weigh all the tears in one hand,Against the laughter in the other
Messiah Ward,Abattoir Blues / The Lyre of Orpheus,We can weigh all the tears in one hand,Against the laughter in the other,We could be hanging around here for centuries
Messiah Ward,Abattoir Blues / The Lyre of Orpheus,Against the laughter in the other,We could be hanging around here for centuries,"Trying to make sense of this, my dear"
Messiah Ward,Abattoir Blues / The Lyre of Orpheus,We could be hanging around here for centuries,"Trying to make sense of this, my dear",While the planets try to get organised
Messiah Ward,Abattoir Blues / The Lyre of Orpheus,"Trying to make sense of this, my dear",While the planets try to get organised,Way above the stratosphere
Messiah Ward,Abattoir Blues / The Lyre of Orpheus,While the planets try to get organised,Way above the stratosphere,"But they keep bringing out the dead, now"
Messiah Ward,Abattoir Blues / The Lyre of Orpheus,Way above the stratosphere,"But they keep bringing out the dead, now",It’s easy if we just walk away
Messiah Ward,Abattoir Blues / The Lyre of Orpheus,"But they keep bringing out the dead, now",It’s easy if we just walk away,"They keep bringing out the dead, now"
Messiah Ward,Abattoir Blues / The Lyre of Orpheus,It’s easy if we just walk away,"They keep bringing out the dead, now","It’s been a long, long day"
Messiah Ward,Abattoir Blues / The Lyre of Orpheus,"They keep bringing out the dead, now","It’s been a long, long day",
Messiah Ward,Abattoir Blues / The Lyre of Orpheus,"It’s been a long, long day",,Look away
Messiah Ward,Abattoir Blues / The Lyre of Orpheus,,Look away,Look away
Messiah Ward,Abattoir Blues / The Lyre of Orpheus,Look away,Look away,
"There She Goes, My Beautiful World",Abattoir Blues / The Lyre of Orpheus,,"The wintergreen, the juniper",The cornflower and the chicory
"There She Goes, My Beautiful World",Abattoir Blues / The Lyre of Orpheus,"The wintergreen, the juniper",The cornflower and the chicory,All the words you said to me
"There She Goes, My Beautiful World",Abattoir Blues / The Lyre of Orpheus,The cornflower and the chicory,All the words you said to me,Still vibrating in the air
"There She Goes, My Beautiful World",Abattoir Blues / The Lyre of Orpheus,All the words you said to me,Still vibrating in the air,"The elm, the ash and the linden tree"
"There She Goes, My Beautiful World",Abattoir Blues / The Lyre of Orpheus,Still vibrating in the air,"The elm, the ash and the linden tree","The dark and deep, enchanted sea"
"There She Goes, My Beautiful World",Abattoir Blues / The Lyre of Orpheus,"The elm, the ash and the linden tree","The dark and deep, enchanted sea",The trembling moon and the stars unfurled
"There She Goes, My Beautiful World",Abattoir Blues / The Lyre of Orpheus,"The dark and deep, enchanted sea",The trembling moon and the stars unfurled,"There she goes, my beautiful world"
"There She Goes, My Beautiful World",Abattoir Blues / The Lyre of Orpheus,The trembling moon and the stars unfurled,"There she goes, my beautiful world",
"There She Goes, My Beautiful World",Abattoir Blues / The Lyre of Orpheus,"There she goes, my beautiful world",,"There she goes, my beautiful world"
"There She Goes, My Beautiful World",Abattoir Blues / The Lyre of Orpheus,,"There she goes, my beautiful world","There she goes, my beautiful world"
"There She Goes, My Beautiful World",Abattoir Blues / The Lyre of Orpheus,"There she goes, my beautiful world","There she goes, my beautiful world","There she goes, my beautiful world"
"There She Goes, My Beautiful World",Abattoir Blues / The Lyre of Orpheus,"There she goes, my beautiful world","There she goes, my beautiful world",There she goes again
"There She Goes, My Beautiful World",Abattoir Blues / The Lyre of Orpheus,"There she goes, my beautiful world",There she goes again,
"There She Goes, My Beautiful World",Abattoir Blues / The Lyre of Orpheus,There she goes again,,JohnWillmot penned his poetry
"There She Goes, My Beautiful World",Abattoir Blues / The Lyre of Orpheus,,JohnWillmot penned his poetry,riddled with the pox
"There She Goes, My Beautiful World",Abattoir Blues / The Lyre of Orpheus,JohnWillmot penned his poetry,riddled with the pox,"Nabakov wrote on index cards,"
"There She Goes, My Beautiful World",Abattoir Blues / The Lyre of Orpheus,riddled with the pox,"Nabakov wrote on index cards,","at a lectern, in his socks"
"There She Goes, My Beautiful World",Abattoir Blues / The Lyre of Orpheus,"Nabakov wrote on index cards,","at a lectern, in his socks",St. John of the Cross did his best stuff
"There She Goes, My Beautiful World",Abattoir Blues / The Lyre of Orpheus,"at a lectern, in his socks",St. John of the Cross did his best stuff,imprisoned in a box
"There She Goes, My Beautiful World",Abattoir Blues / The Lyre of Orpheus,St. John of the Cross did his best stuff,imprisoned in a box,And Johnny Thunders was half alive
"There She Goes, My Beautiful World",Abattoir Blues / The Lyre of Orpheus,imprisoned in a box,And Johnny Thunders was half alive,when he wrote Chinese Rocks
"There She Goes, My Beautiful World",Abattoir Blues / The Lyre of Orpheus,And Johnny Thunders was half alive,when he wrote Chinese Rocks,
"There She Goes, My Beautiful World",Abattoir Blues / The Lyre of Orpheus,when he wrote Chinese Rocks,,"Well, me, I’m lying here, with nothing in my ears"
"There She Goes, My Beautiful World",Abattoir Blues / The Lyre of Orpheus,,"Well, me, I’m lying here, with nothing in my ears","Me, I’m lying here, with nothing in my ears"
"There She Goes, My Beautiful World",Abattoir Blues / The Lyre of Orpheus,"Well, me, I’m lying here, with nothing in my ears","Me, I’m lying here, with nothing in my ears","Me, I’m lying here, for what seems years"
