song,album,prev,lyric,next
O’Malley’s Bar,Murder Ballads,For which the whole world yearns,I’m marked by darkness and by blood,And one thousand powder-burns”
O’Malley’s Bar,Murder Ballads,I’m marked by darkness and by blood,And one thousand powder-burns”,"Well, you know those fish with the swollen lips"
O’Malley’s Bar,Murder Ballads,And one thousand powder-burns”,"Well, you know those fish with the swollen lips",That clean the ocean floor?
O’Malley’s Bar,Murder Ballads,"Well, you know those fish with the swollen lips",That clean the ocean floor?,When I looked at poor O’Malley’s wife
O’Malley’s Bar,Murder Ballads,That clean the ocean floor?,When I looked at poor O’Malley’s wife,That is exactly what I saw
O’Malley’s Bar,Murder Ballads,When I looked at poor O’Malley’s wife,That is exactly what I saw,I jammed the barrel under her chin
O’Malley’s Bar,Murder Ballads,That is exactly what I saw,I jammed the barrel under her chin,And her face looked raw and vicious
O’Malley’s Bar,Murder Ballads,I jammed the barrel under her chin,And her face looked raw and vicious,Her head it landed in the sink
O’Malley’s Bar,Murder Ballads,And her face looked raw and vicious,Her head it landed in the sink,With all the dirty dishes
O’Malley’s Bar,Murder Ballads,Her head it landed in the sink,With all the dirty dishes,Her little daughter Siobhan
O’Malley’s Bar,Murder Ballads,With all the dirty dishes,Her little daughter Siobhan,Pulled beers from dusk till dawn
O’Malley’s Bar,Murder Ballads,Her little daughter Siobhan,Pulled beers from dusk till dawn,"And amongst the townfolk, she was a bit of a joke"
O’Malley’s Bar,Murder Ballads,Pulled beers from dusk till dawn,"And amongst the townfolk, she was a bit of a joke",But she pulled the best beers in town
O’Malley’s Bar,Murder Ballads,"And amongst the townfolk, she was a bit of a joke",But she pulled the best beers in town,I swooped magnificent upon her
O’Malley’s Bar,Murder Ballads,But she pulled the best beers in town,I swooped magnificent upon her,As she sat shivering in her grief
O’Malley’s Bar,Murder Ballads,I swooped magnificent upon her,As she sat shivering in her grief,Like the Madonna painted on the church-house wall
O’Malley’s Bar,Murder Ballads,As she sat shivering in her grief,Like the Madonna painted on the church-house wall,In whale’s blood and banana leaf
O’Malley’s Bar,Murder Ballads,Like the Madonna painted on the church-house wall,In whale’s blood and banana leaf,Her throat it crumbled in my fist
O’Malley’s Bar,Murder Ballads,In whale’s blood and banana leaf,Her throat it crumbled in my fist,And I spun heroically around
O’Malley’s Bar,Murder Ballads,Her throat it crumbled in my fist,And I spun heroically around,To see Caffrey rising from his chair
O’Malley’s Bar,Murder Ballads,And I spun heroically around,To see Caffrey rising from his chair,I shot that mother fucker down
O’Malley’s Bar,Murder Ballads,To see Caffrey rising from his chair,I shot that mother fucker down,
O’Malley’s Bar,Murder Ballads,I shot that mother fucker down,,Mmmmmmmmm Yeah Yeah Yeah
O’Malley’s Bar,Murder Ballads,,Mmmmmmmmm Yeah Yeah Yeah,
O’Malley’s Bar,Murder Ballads,Mmmmmmmmm Yeah Yeah Yeah,,"“I have no free will,” I sang"
O’Malley’s Bar,Murder Ballads,,"“I have no free will,” I sang",As I flew about the murder
O’Malley’s Bar,Murder Ballads,"“I have no free will,” I sang",As I flew about the murder,"Mrs. Richard Holmes, she screamed"
O’Malley’s Bar,Murder Ballads,As I flew about the murder,"Mrs. Richard Holmes, she screamed",You really should have heard her
O’Malley’s Bar,Murder Ballads,"Mrs. Richard Holmes, she screamed",You really should have heard her,"I sang and I laughed, I howled and I wept"
O’Malley’s Bar,Murder Ballads,You really should have heard her,"I sang and I laughed, I howled and I wept",I panted like a pup
O’Malley’s Bar,Murder Ballads,"I sang and I laughed, I howled and I wept",I panted like a pup,I blew a hole in Mrs. Richard Holmes
O’Malley’s Bar,Murder Ballads,I panted like a pup,I blew a hole in Mrs. Richard Holmes,And her husband he stood up
O’Malley’s Bar,Murder Ballads,I blew a hole in Mrs. Richard Holmes,And her husband he stood up,"And he screamed, “You are an evil man”"
O’Malley’s Bar,Murder Ballads,And her husband he stood up,"And he screamed, “You are an evil man”",And I paused a while to wonder
O’Malley’s Bar,Murder Ballads,"And he screamed, “You are an evil man”",And I paused a while to wonder,“If I have no free will then how can I
O’Malley’s Bar,Murder Ballads,And I paused a while to wonder,“If I have no free will then how can I,"Be morally culpable, I wonder”"
O’Malley’s Bar,Murder Ballads,“If I have no free will then how can I,"Be morally culpable, I wonder”",I shot Richard Holmes in the stomach
O’Malley’s Bar,Murder Ballads,"Be morally culpable, I wonder”",I shot Richard Holmes in the stomach,And gingerly he sat down
O’Malley’s Bar,Murder Ballads,I shot Richard Holmes in the stomach,And gingerly he sat down,"And he whispered weirdly, “No offense”"
O’Malley’s Bar,Murder Ballads,And gingerly he sat down,"And he whispered weirdly, “No offense”",And lay upon the ground
O’Malley’s Bar,Murder Ballads,"And he whispered weirdly, “No offense”",And lay upon the ground,"“None taken,” I replied to him"
O’Malley’s Bar,Murder Ballads,And lay upon the ground,"“None taken,” I replied to him",With which he gave a little cough
O’Malley’s Bar,Murder Ballads,"“None taken,” I replied to him",With which he gave a little cough,With blazing wings I neatly aimed
O’Malley’s Bar,Murder Ballads,With which he gave a little cough,With blazing wings I neatly aimed,And blew his head completely off
O’Malley’s Bar,Murder Ballads,With blazing wings I neatly aimed,And blew his head completely off,I’ve lived in this town for thirty years
O’Malley’s Bar,Murder Ballads,And blew his head completely off,I’ve lived in this town for thirty years,And to no-one am I a stranger
O’Malley’s Bar,Murder Ballads,I’ve lived in this town for thirty years,And to no-one am I a stranger,And I put new bullets in my gun
O’Malley’s Bar,Murder Ballads,And to no-one am I a stranger,And I put new bullets in my gun,Chamber upon chamber
O’Malley’s Bar,Murder Ballads,And I put new bullets in my gun,Chamber upon chamber,And when I turned my gun on the bird-like Mr. Brookes
O’Malley’s Bar,Murder Ballads,Chamber upon chamber,And when I turned my gun on the bird-like Mr. Brookes,I thought of Saint Francis and his sparrows
O’Malley’s Bar,Murder Ballads,And when I turned my gun on the bird-like Mr. Brookes,I thought of Saint Francis and his sparrows,And as I shot down the youthful Richardson
O’Malley’s Bar,Murder Ballads,I thought of Saint Francis and his sparrows,And as I shot down the youthful Richardson,"It was St. Sebastian I thought of, and his arrows"
O’Malley’s Bar,Murder Ballads,And as I shot down the youthful Richardson,"It was St. Sebastian I thought of, and his arrows",
O’Malley’s Bar,Murder Ballads,"It was St. Sebastian I thought of, and his arrows",,Hhhhhhhhhhhh Mmmmmmmmm
O’Malley’s Bar,Murder Ballads,,Hhhhhhhhhhhh Mmmmmmmmm,
O’Malley’s Bar,Murder Ballads,Hhhhhhhhhhhh Mmmmmmmmm,,"I said, “I want to introduce myself"
O’Malley’s Bar,Murder Ballads,,"I said, “I want to introduce myself",And I am glad that you all came”
O’Malley’s Bar,Murder Ballads,"I said, “I want to introduce myself",And I am glad that you all came”,And I leapt upon the bar
O’Malley’s Bar,Murder Ballads,And I am glad that you all came”,And I leapt upon the bar,And shouted out my name
O’Malley’s Bar,Murder Ballads,And I leapt upon the bar,And shouted out my name,"Well Jerry Bellows, he hugged his stool"
O’Malley’s Bar,Murder Ballads,And shouted out my name,"Well Jerry Bellows, he hugged his stool",Closed his eyes and shrugged and laughed
O’Malley’s Bar,Murder Ballads,"Well Jerry Bellows, he hugged his stool",Closed his eyes and shrugged and laughed,And with an ashtray as big as a fucking big brick
O’Malley’s Bar,Murder Ballads,Closed his eyes and shrugged and laughed,And with an ashtray as big as a fucking big brick,I split his head in half
O’Malley’s Bar,Murder Ballads,And with an ashtray as big as a fucking big brick,I split his head in half,His blood spilled across the bar
O’Malley’s Bar,Murder Ballads,I split his head in half,His blood spilled across the bar,Like a steaming scarlet brook
O’Malley’s Bar,Murder Ballads,His blood spilled across the bar,Like a steaming scarlet brook,And I knelt at it’s edge on the counter
O’Malley’s Bar,Murder Ballads,Like a steaming scarlet brook,And I knelt at it’s edge on the counter,Wiped the tears away and looked
O’Malley’s Bar,Murder Ballads,And I knelt at it’s edge on the counter,Wiped the tears away and looked,"Well, the light in there was blinding"
O’Malley’s Bar,Murder Ballads,Wiped the tears away and looked,"Well, the light in there was blinding",Full of God and ghosts and truth
O’Malley’s Bar,Murder Ballads,"Well, the light in there was blinding",Full of God and ghosts and truth,I smiled at Henry Davenport
O’Malley’s Bar,Murder Ballads,Full of God and ghosts and truth,I smiled at Henry Davenport,Who made an attempt to move
O’Malley’s Bar,Murder Ballads,I smiled at Henry Davenport,Who made an attempt to move,"Well, from the position I was standing"
O’Malley’s Bar,Murder Ballads,Who made an attempt to move,"Well, from the position I was standing",The strangest thing I ever saw
O’Malley’s Bar,Murder Ballads,"Well, from the position I was standing",The strangest thing I ever saw,The bullet entered through the top of his chest
O’Malley’s Bar,Murder Ballads,The strangest thing I ever saw,The bullet entered through the top of his chest,And blew his bowels out on the floor
O’Malley’s Bar,Murder Ballads,The bullet entered through the top of his chest,And blew his bowels out on the floor,Well I floated down the counter
O’Malley’s Bar,Murder Ballads,And blew his bowels out on the floor,Well I floated down the counter,Showing no remorse
O’Malley’s Bar,Murder Ballads,Well I floated down the counter,Showing no remorse,I shot a hole in Kathleen Carpenter
O’Malley’s Bar,Murder Ballads,Showing no remorse,I shot a hole in Kathleen Carpenter,Recently divorced
O’Malley’s Bar,Murder Ballads,I shot a hole in Kathleen Carpenter,Recently divorced,But remorse I felt and remorse I had
O’Malley’s Bar,Murder Ballads,Recently divorced,But remorse I felt and remorse I had,It clung to every thing
O’Malley’s Bar,Murder Ballads,But remorse I felt and remorse I had,It clung to every thing,From the raven’s hair upon my head
O’Malley’s Bar,Murder Ballads,It clung to every thing,From the raven’s hair upon my head,To the feathers on my wings
O’Malley’s Bar,Murder Ballads,From the raven’s hair upon my head,To the feathers on my wings,Remorse squeezed my hand in it’s fraudulent claw
O’Malley’s Bar,Murder Ballads,To the feathers on my wings,Remorse squeezed my hand in it’s fraudulent claw,With it’s golden hairless chest
O’Malley’s Bar,Murder Ballads,Remorse squeezed my hand in it’s fraudulent claw,With it’s golden hairless chest,And I glided through the bodies
O’Malley’s Bar,Murder Ballads,With it’s golden hairless chest,And I glided through the bodies,And killed the fat man Vincent West
O’Malley’s Bar,Murder Ballads,And I glided through the bodies,And killed the fat man Vincent West,Who sat quietly in his chair
O’Malley’s Bar,Murder Ballads,And killed the fat man Vincent West,Who sat quietly in his chair,A man become a child
O’Malley’s Bar,Murder Ballads,Who sat quietly in his chair,A man become a child,And I raised the gun up to his head
O’Malley’s Bar,Murder Ballads,A man become a child,And I raised the gun up to his head,Executioner-style
O’Malley’s Bar,Murder Ballads,And I raised the gun up to his head,Executioner-style,He made no attempt to resist
O’Malley’s Bar,Murder Ballads,Executioner-style,He made no attempt to resist,So fat and dull and lazy
O’Malley’s Bar,Murder Ballads,He made no attempt to resist,So fat and dull and lazy,“Do you know I lived in your street?” I cried
O’Malley’s Bar,Murder Ballads,So fat and dull and lazy,“Do you know I lived in your street?” I cried,And he looked at me as though I were crazy
O’Malley’s Bar,Murder Ballads,“Do you know I lived in your street?” I cried,And he looked at me as though I were crazy,"“O”, he said, “I had no idea”"
O’Malley’s Bar,Murder Ballads,And he looked at me as though I were crazy,"“O”, he said, “I had no idea”",And he grew as quiet as a mouse
O’Malley’s Bar,Murder Ballads,"“O”, he said, “I had no idea”",And he grew as quiet as a mouse,And the roar of the pistol when it went off
O’Malley’s Bar,Murder Ballads,And he grew as quiet as a mouse,And the roar of the pistol when it went off,Near blew the hat right off the house
O’Malley’s Bar,Murder Ballads,And the roar of the pistol when it went off,Near blew the hat right off the house,
O’Malley’s Bar,Murder Ballads,Near blew the hat right off the house,,"Well, I caught my eye in the mirror"
O’Malley’s Bar,Murder Ballads,,"Well, I caught my eye in the mirror",And gave it a long and loving inspection
O’Malley’s Bar,Murder Ballads,"Well, I caught my eye in the mirror",And gave it a long and loving inspection,"“There stands some kind of man”, I roared"
O’Malley’s Bar,Murder Ballads,And gave it a long and loving inspection,"“There stands some kind of man”, I roared","And there did, in the reflection"
O’Malley’s Bar,Murder Ballads,"“There stands some kind of man”, I roared","And there did, in the reflection",My hair combed back like a raven’s wing
O’Malley’s Bar,Murder Ballads,"And there did, in the reflection",My hair combed back like a raven’s wing,My muscles hard and tight
O’Malley’s Bar,Murder Ballads,My hair combed back like a raven’s wing,My muscles hard and tight,And curling from the business end of my gun
O’Malley’s Bar,Murder Ballads,My muscles hard and tight,And curling from the business end of my gun,Was a query-mark of cordite
O’Malley’s Bar,Murder Ballads,And curling from the business end of my gun,Was a query-mark of cordite,"Well I spun to the left, I spun to the right"
O’Malley’s Bar,Murder Ballads,Was a query-mark of cordite,"Well I spun to the left, I spun to the right",And I spun to the left again
O’Malley’s Bar,Murder Ballads,"Well I spun to the left, I spun to the right",And I spun to the left again,“Fear me! Fear me!”
O’Malley’s Bar,Murder Ballads,And I spun to the left again,“Fear me! Fear me!”,But no one did cause they were dead
O’Malley’s Bar,Murder Ballads,“Fear me! Fear me!”,But no one did cause they were dead,
O’Malley’s Bar,Murder Ballads,But no one did cause they were dead,,Huh! Hmmmmmmmm
O’Malley’s Bar,Murder Ballads,,Huh! Hmmmmmmmm,
O’Malley’s Bar,Murder Ballads,Huh! Hmmmmmmmm,,And then there were the police sirens wailing
O’Malley’s Bar,Murder Ballads,,And then there were the police sirens wailing,And a bull-horn squelched and blared
O’Malley’s Bar,Murder Ballads,And then there were the police sirens wailing,And a bull-horn squelched and blared,“Drop your weapons and come out
O’Malley’s Bar,Murder Ballads,And a bull-horn squelched and blared,“Drop your weapons and come out,With your hands held in the air”
O’Malley’s Bar,Murder Ballads,“Drop your weapons and come out,With your hands held in the air”,"Well, I checked the chambers of my gun"
O’Malley’s Bar,Murder Ballads,With your hands held in the air”,"Well, I checked the chambers of my gun",Saw I had one final bullet left
O’Malley’s Bar,Murder Ballads,"Well, I checked the chambers of my gun",Saw I had one final bullet left,"My hand, it looked almost human"
O’Malley’s Bar,Murder Ballads,Saw I had one final bullet left,"My hand, it looked almost human",As I held it to my head
O’Malley’s Bar,Murder Ballads,"My hand, it looked almost human",As I held it to my head,“Drop your weapon and come out!
O’Malley’s Bar,Murder Ballads,As I held it to my head,“Drop your weapon and come out!,Keep your hands above your head!”
O’Malley’s Bar,Murder Ballads,“Drop your weapon and come out!,Keep your hands above your head!”,"Well, I had one long hard think about dying"
O’Malley’s Bar,Murder Ballads,Keep your hands above your head!”,"Well, I had one long hard think about dying",And did exactly what they said
O’Malley’s Bar,Murder Ballads,"Well, I had one long hard think about dying",And did exactly what they said,There must have been fifty cops out there
O’Malley’s Bar,Murder Ballads,And did exactly what they said,There must have been fifty cops out there,In a circle around O’Malley’s bar
O’Malley’s Bar,Murder Ballads,There must have been fifty cops out there,In a circle around O’Malley’s bar,"“Don’t shoot”, I cried, “I’m a man unarmed!”"
O’Malley’s Bar,Murder Ballads,In a circle around O’Malley’s bar,"“Don’t shoot”, I cried, “I’m a man unarmed!”",So they put me in their car
O’Malley’s Bar,Murder Ballads,"“Don’t shoot”, I cried, “I’m a man unarmed!”",So they put me in their car,And they sped me away from that terrible scene
O’Malley’s Bar,Murder Ballads,So they put me in their car,And they sped me away from that terrible scene,And I glanced out of the window
O’Malley’s Bar,Murder Ballads,And they sped me away from that terrible scene,And I glanced out of the window,"Saw O’Malley’s bar, saw the cops and the cars"
O’Malley’s Bar,Murder Ballads,And I glanced out of the window,"Saw O’Malley’s bar, saw the cops and the cars",And started counting on my fingers
O’Malley’s Bar,Murder Ballads,"Saw O’Malley’s bar, saw the cops and the cars",And started counting on my fingers,
O’Malley’s Bar,Murder Ballads,And started counting on my fingers,,Aaaaaaaaah One Aaaaaaaah Two Aaaaaah Three Aaaah Four
O’Malley’s Bar,Murder Ballads,,Aaaaaaaaah One Aaaaaaaah Two Aaaaaah Three Aaaah Four,O’Malley’s bar O’Malley’s bar
O’Malley’s Bar,Murder Ballads,Aaaaaaaaah One Aaaaaaaah Two Aaaaaah Three Aaaah Four,O’Malley’s bar O’Malley’s bar,
Death is Not the End,Murder Ballads,,When you’re sad and when you’re lonely,And you haven’t got a friend
Death is Not the End,Murder Ballads,When you’re sad and when you’re lonely,And you haven’t got a friend,Just remember that death is not the end
Death is Not the End,Murder Ballads,And you haven’t got a friend,Just remember that death is not the end,
Death is Not the End,Murder Ballads,Just remember that death is not the end,,And all that you held sacred
Death is Not the End,Murder Ballads,,And all that you held sacred,Falls down and does not mend
Death is Not the End,Murder Ballads,And all that you held sacred,Falls down and does not mend,Just remember that death is not the end
Death is Not the End,Murder Ballads,Falls down and does not mend,Just remember that death is not the end,"Not the end, not the end"
Death is Not the End,Murder Ballads,Just remember that death is not the end,"Not the end, not the end",Just remember that death is not the end
Death is Not the End,Murder Ballads,"Not the end, not the end",Just remember that death is not the end,
Death is Not the End,Murder Ballads,Just remember that death is not the end,,When you’re standing on the crossroads
Death is Not the End,Murder Ballads,,When you’re standing on the crossroads,That you cannot comprehend
Death is Not the End,Murder Ballads,When you’re standing on the crossroads,That you cannot comprehend,Just remember that death is not the end
Death is Not the End,Murder Ballads,That you cannot comprehend,Just remember that death is not the end,
Death is Not the End,Murder Ballads,Just remember that death is not the end,,And all your dreams have vanished
Death is Not the End,Murder Ballads,,And all your dreams have vanished,And you don’t know what’s up the bend
Death is Not the End,Murder Ballads,And all your dreams have vanished,And you don’t know what’s up the bend,Just remember that death is not the end
Death is Not the End,Murder Ballads,And you don’t know what’s up the bend,Just remember that death is not the end,"Not the end, not the end"
Death is Not the End,Murder Ballads,Just remember that death is not the end,"Not the end, not the end",Just remember that death is not the end
Death is Not the End,Murder Ballads,"Not the end, not the end",Just remember that death is not the end,
Death is Not the End,Murder Ballads,Just remember that death is not the end,,When the storm clouds gather round you
Death is Not the End,Murder Ballads,,When the storm clouds gather round you,And heavy rains descend
Death is Not the End,Murder Ballads,When the storm clouds gather round you,And heavy rains descend,Just remember that death is not the end
Death is Not the End,Murder Ballads,And heavy rains descend,Just remember that death is not the end,
Death is Not the End,Murder Ballads,Just remember that death is not the end,,And there is no-one there to comfort you
Death is Not the End,Murder Ballads,,And there is no-one there to comfort you,With a helping hand to lend
Death is Not the End,Murder Ballads,And there is no-one there to comfort you,With a helping hand to lend,Just remember that death is not the end
Death is Not the End,Murder Ballads,With a helping hand to lend,Just remember that death is not the end,"Not the end, not the end"
Death is Not the End,Murder Ballads,Just remember that death is not the end,"Not the end, not the end",Just remember that death is not the end
Death is Not the End,Murder Ballads,"Not the end, not the end",Just remember that death is not the end,
Death is Not the End,Murder Ballads,Just remember that death is not the end,,For the tree of life is growing
Death is Not the End,Murder Ballads,,For the tree of life is growing,Where the spirit never dies
Death is Not the End,Murder Ballads,For the tree of life is growing,Where the spirit never dies,And the bright light of salvation
Death is Not the End,Murder Ballads,Where the spirit never dies,And the bright light of salvation,Up in dark and empty skies
Death is Not the End,Murder Ballads,And the bright light of salvation,Up in dark and empty skies,When the cities are on fire
Death is Not the End,Murder Ballads,Up in dark and empty skies,When the cities are on fire,With the burning flesh of men
Death is Not the End,Murder Ballads,When the cities are on fire,With the burning flesh of men,Just remember that death is not the end
Death is Not the End,Murder Ballads,With the burning flesh of men,Just remember that death is not the end,
Death is Not the End,Murder Ballads,Just remember that death is not the end,,And you search in vain to find
Death is Not the End,Murder Ballads,,And you search in vain to find,Some law-abiding citizen
Death is Not the End,Murder Ballads,And you search in vain to find,Some law-abiding citizen,Just remember that death is not the end
Death is Not the End,Murder Ballads,Some law-abiding citizen,Just remember that death is not the end,"Not the end, not the end"
Death is Not the End,Murder Ballads,Just remember that death is not the end,"Not the end, not the end",Just remember that death is not the end
Death is Not the End,Murder Ballads,"Not the end, not the end",Just remember that death is not the end,"Not the end, not the end"
Death is Not the End,Murder Ballads,Just remember that death is not the end,"Not the end, not the end",Just remember that death is not the end
Death is Not the End,Murder Ballads,"Not the end, not the end",Just remember that death is not the end,
Death is Not the End,Murder Ballads,Just remember that death is not the end,,
