title,prev,line,next,album,year,artist
The Carny,The three dwarves peering from their wagon’s hind,Moses says to Noah “We shoulda dugga deepa one”,Their grizzled faces like dying moons,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
The Carny,Moses says to Noah “We shoulda dugga deepa one”,Their grizzled faces like dying moons,Still dirty from the digging done,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
The Carny,Their grizzled faces like dying moons,Still dirty from the digging done,"And Charlie, the eldest of the three, said",Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
The Carny,Still dirty from the digging done,"And Charlie, the eldest of the three, said",“I guess the carny ain’t gonna show”,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
The Carny,"And Charlie, the eldest of the three, said",“I guess the carny ain’t gonna show”,And they were silent for a spell,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
The Carny,“I guess the carny ain’t gonna show”,And they were silent for a spell,Wishing they’d done a better job of burying Sorrow,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
The Carny,And they were silent for a spell,Wishing they’d done a better job of burying Sorrow,,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
The Carny,Wishing they’d done a better job of burying Sorrow,,And as the company passed from the valley,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
The Carny,,And as the company passed from the valley,Into higher ground,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
The Carny,And as the company passed from the valley,Into higher ground,The rain beat on the ridge and on the meadow,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
The Carny,Into higher ground,The rain beat on the ridge and on the meadow,And on the mound,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
The Carny,The rain beat on the ridge and on the meadow,And on the mound,"Until nothing was left, nothing at all",Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
The Carny,And on the mound,"Until nothing was left, nothing at all",Except the body of Sorrow,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
The Carny,"Until nothing was left, nothing at all",Except the body of Sorrow,That rose in time,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
The Carny,Except the body of Sorrow,That rose in time,To float upon the surface of the eaten soil,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
The Carny,That rose in time,To float upon the surface of the eaten soil,,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
The Carny,To float upon the surface of the eaten soil,,And a murder of crows did circle round,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
The Carny,,And a murder of crows did circle round,"First one, then the others flapping blackly down",Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
The Carny,And a murder of crows did circle round,"First one, then the others flapping blackly down",And the carny’s van still sat upon the edge,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
The Carny,"First one, then the others flapping blackly down",And the carny’s van still sat upon the edge,Tilting slowly as the firm ground turned to sludge,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
The Carny,And the carny’s van still sat upon the edge,Tilting slowly as the firm ground turned to sludge,And the rain it hammered down,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
The Carny,Tilting slowly as the firm ground turned to sludge,And the rain it hammered down,And no-one saw the carny go I say it’s funny how things go,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
The Carny,And the rain it hammered down,And no-one saw the carny go I say it’s funny how things go,,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
Your Funeral… My Trial,,I am a crooked man,And I’ve walked a crooked mile,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
Your Funeral… My Trial,I am a crooked man,And I’ve walked a crooked mile,"Night, the shameless widow",Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
Your Funeral… My Trial,And I’ve walked a crooked mile,"Night, the shameless widow","Doffed her weeds, in a pile",Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
Your Funeral… My Trial,"Night, the shameless widow","Doffed her weeds, in a pile",The stars all winked at me,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
Your Funeral… My Trial,"Doffed her weeds, in a pile",The stars all winked at me,They shamed a child,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
Your Funeral… My Trial,The stars all winked at me,They shamed a child,"Your funeral, my trial",Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
Your Funeral… My Trial,They shamed a child,"Your funeral, my trial",,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
Your Funeral… My Trial,"Your funeral, my trial",,A thousand Marys lured me,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
Your Funeral… My Trial,,A thousand Marys lured me,To feathered beds and fields of clover,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
Your Funeral… My Trial,A thousand Marys lured me,To feathered beds and fields of clover,Bird with crooked wing cast,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
Your Funeral… My Trial,To feathered beds and fields of clover,Bird with crooked wing cast,It’s wicked shadow over,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
Your Funeral… My Trial,Bird with crooked wing cast,It’s wicked shadow over,A bauble moon did mock,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
Your Funeral… My Trial,It’s wicked shadow over,A bauble moon did mock,And trinket stars did smile,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
Your Funeral… My Trial,A bauble moon did mock,And trinket stars did smile,"Your funeral, my trial",Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
Your Funeral… My Trial,And trinket stars did smile,"Your funeral, my trial",,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
Your Funeral… My Trial,"Your funeral, my trial",,"Here I am, little lamb",Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
Your Funeral… My Trial,,"Here I am, little lamb",Let all the bells in whoredom ring,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
Your Funeral… My Trial,"Here I am, little lamb",Let all the bells in whoredom ring,All the crooked bitches that she was,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
Your Funeral… My Trial,Let all the bells in whoredom ring,All the crooked bitches that she was,(Mongers of pain),Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
Your Funeral… My Trial,All the crooked bitches that she was,(Mongers of pain),Saw the moon,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
Your Funeral… My Trial,(Mongers of pain),Saw the moon,Become a fang,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
Your Funeral… My Trial,Saw the moon,Become a fang,"Your funeral, my trial",Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
Your Funeral… My Trial,Become a fang,"Your funeral, my trial",,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
Stranger Than Kindness,,Stranger than kindness,Bottled light from hotels,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
Stranger Than Kindness,Stranger than kindness,Bottled light from hotels,Spilling everything,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
Stranger Than Kindness,Bottled light from hotels,Spilling everything,Wet hand from the volcano,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
Stranger Than Kindness,Spilling everything,Wet hand from the volcano,Sobers your skin,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
Stranger Than Kindness,Wet hand from the volcano,Sobers your skin,Stranger than kindness,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
Stranger Than Kindness,Sobers your skin,Stranger than kindness,,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
Stranger Than Kindness,Stranger than kindness,,You caress yourself,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
Stranger Than Kindness,,You caress yourself,And grind my soft cold bones below,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
Stranger Than Kindness,You caress yourself,And grind my soft cold bones below,Your map of desire,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
Stranger Than Kindness,And grind my soft cold bones below,Your map of desire,Burned in your flesh,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
Stranger Than Kindness,Your map of desire,Burned in your flesh,Even a fool can come,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
Stranger Than Kindness,Burned in your flesh,Even a fool can come,A strange lit stair,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
Stranger Than Kindness,Even a fool can come,A strange lit stair,And find a rope hanging there,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
Stranger Than Kindness,A strange lit stair,And find a rope hanging there,Stranger than kindness,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
Stranger Than Kindness,And find a rope hanging there,Stranger than kindness,,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
Stranger Than Kindness,Stranger than kindness,,Keys rain like heaven’s hair,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
Stranger Than Kindness,,Keys rain like heaven’s hair,There is no home there is no bread,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
Stranger Than Kindness,Keys rain like heaven’s hair,There is no home there is no bread,We sit at the gate and scratch,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
Stranger Than Kindness,There is no home there is no bread,We sit at the gate and scratch,The gaunt fruit of passion,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
Stranger Than Kindness,We sit at the gate and scratch,The gaunt fruit of passion,Dies in the light,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
Stranger Than Kindness,The gaunt fruit of passion,Dies in the light,Stranger than kindness,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
Stranger Than Kindness,Dies in the light,Stranger than kindness,,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
Stranger Than Kindness,Stranger than kindness,,Your sleeping hands journey,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
Stranger Than Kindness,,Your sleeping hands journey,They loiter,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
Stranger Than Kindness,Your sleeping hands journey,They loiter,Stranger than kindness,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
Stranger Than Kindness,They loiter,Stranger than kindness,You hold me so carelessly close,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
Stranger Than Kindness,Stranger than kindness,You hold me so carelessly close,Tell me I’m dirty,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
Stranger Than Kindness,You hold me so carelessly close,Tell me I’m dirty,Stranger than kindness,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
Stranger Than Kindness,Tell me I’m dirty,Stranger than kindness,,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
Jack's Shadow,,They dragged Jack and his shadow,From the hole,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
Jack's Shadow,They dragged Jack and his shadow,From the hole,And the bulb that burned above him,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
Jack's Shadow,From the hole,And the bulb that burned above him,Did shine both day and night,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
Jack's Shadow,And the bulb that burned above him,Did shine both day and night,And his shadow learned to love his,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
Jack's Shadow,Did shine both day and night,And his shadow learned to love his,Little darks and greater light,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
Jack's Shadow,And his shadow learned to love his,Little darks and greater light,,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
Jack's Shadow,Little darks and greater light,,And the sun it shined,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
Jack's Shadow,,And the sun it shined,And the sun it shined,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
Jack's Shadow,And the sun it shined,And the sun it shined,And the sun it shined,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
Jack's Shadow,And the sun it shined,And the sun it shined,A little stronger,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
Jack's Shadow,And the sun it shined,A little stronger,,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
Jack's Shadow,A little stronger,,Jack wept and kissed his shadow “Goodbye”,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
Jack's Shadow,,Jack wept and kissed his shadow “Goodbye”,Spat from their dirty dungeons,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
Jack's Shadow,Jack wept and kissed his shadow “Goodbye”,Spat from their dirty dungeons,Into a truly different din,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
Jack's Shadow,Spat from their dirty dungeons,Into a truly different din,Shat from their institutions,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
Jack's Shadow,Into a truly different din,Shat from their institutions,Into a fully different din,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
Jack's Shadow,Shat from their institutions,Into a fully different din,And his shadow soon became a wife,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
Jack's Shadow,Into a fully different din,And his shadow soon became a wife,And children plagued his latter life,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
Jack's Shadow,And his shadow soon became a wife,And children plagued his latter life,Until one night he took a skinning knife,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
Jack's Shadow,And children plagued his latter life,Until one night he took a skinning knife,And stole into the town,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
Jack's Shadow,Until one night he took a skinning knife,And stole into the town,And tracked his shadow down,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
Jack's Shadow,And stole into the town,And tracked his shadow down,,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
Jack's Shadow,And tracked his shadow down,,Said the shadow to Jack Henry,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
Jack's Shadow,,Said the shadow to Jack Henry,“What’s wrong?”,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
Jack's Shadow,Said the shadow to Jack Henry,“What’s wrong?”,Jack said “A home is not a hole”,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
Jack's Shadow,“What’s wrong?”,Jack said “A home is not a hole”,"“And Shadow, you’re just a gallow that I hang my body from”",Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
Jack's Shadow,Jack said “A home is not a hole”,"“And Shadow, you’re just a gallow that I hang my body from”","“O Shadow, your a shackle from which my time is never done”",Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
Jack's Shadow,"“And Shadow, you’re just a gallow that I hang my body from”","“O Shadow, your a shackle from which my time is never done”",Then he peeled his shadow off in strips,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
Jack's Shadow,"“O Shadow, your a shackle from which my time is never done”",Then he peeled his shadow off in strips,He peeled his shadow off in strips,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
Jack's Shadow,Then he peeled his shadow off in strips,He peeled his shadow off in strips,Then kneeled his shadow on some steps,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
Jack's Shadow,He peeled his shadow off in strips,Then kneeled his shadow on some steps,And cried “What have I done!?”,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
Jack's Shadow,Then kneeled his shadow on some steps,And cried “What have I done!?”,,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
Jack's Shadow,And cried “What have I done!?”,,And the sun it shined,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
Jack's Shadow,,And the sun it shined,And the sun it shined,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
Jack's Shadow,And the sun it shined,And the sun it shined,I say “Love is blind”,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
Jack's Shadow,And the sun it shined,I say “Love is blind”,“And is it any wonder?!”,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
Jack's Shadow,I say “Love is blind”,“And is it any wonder?!”,“Is it any wonder?!”,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
Jack's Shadow,“And is it any wonder?!”,“Is it any wonder?!”,,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
Jack's Shadow,“Is it any wonder?!”,,Jack and his damned shadow,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
Jack's Shadow,,Jack and his damned shadow,Is gone,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
Jack's Shadow,Jack and his damned shadow,Is gone,And though each one of us are want to duly mourn,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
Jack's Shadow,Is gone,And though each one of us are want to duly mourn,And though each one of us are want to duly mourn,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
Jack's Shadow,And though each one of us are want to duly mourn,And though each one of us are want to duly mourn,‘Tis done in brighter corners now,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
Jack's Shadow,And though each one of us are want to duly mourn,‘Tis done in brighter corners now,‘Tis done in brighter corners now,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
Jack's Shadow,‘Tis done in brighter corners now,‘Tis done in brighter corners now,Now that Jack’s black shadow’s gone,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
Jack's Shadow,‘Tis done in brighter corners now,Now that Jack’s black shadow’s gone,,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
Jack's Shadow,Now that Jack’s black shadow’s gone,,And the sun it shines,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
Jack's Shadow,,And the sun it shines,And the sun it shines,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
Jack's Shadow,And the sun it shines,And the sun it shines,And the sun it shines,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
Jack's Shadow,And the sun it shines,And the sun it shines,A little stronger,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
Jack's Shadow,And the sun it shines,A little stronger,"I swear, love is blind",Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
Jack's Shadow,A little stronger,"I swear, love is blind",Ooh love is blind,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
Jack's Shadow,"I swear, love is blind",Ooh love is blind,Yeah love is blind,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
Jack's Shadow,Ooh love is blind,Yeah love is blind,And is it any wonder?,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
Jack's Shadow,Yeah love is blind,And is it any wonder?,‘Tis done in brighter corners now,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
Jack's Shadow,And is it any wonder?,‘Tis done in brighter corners now,‘Tis done in brighter corners now,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
Jack's Shadow,‘Tis done in brighter corners now,‘Tis done in brighter corners now,Now that Jack’s black shadow’s gone,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
Jack's Shadow,‘Tis done in brighter corners now,Now that Jack’s black shadow’s gone,,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
Hard On For Love,,It is for she that the cherry bleeds,That the moon is steeped in milk and blood,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
Hard On For Love,It is for she that the cherry bleeds,That the moon is steeped in milk and blood,That I steal like a robber,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
Hard On For Love,That the moon is steeped in milk and blood,That I steal like a robber,From her altar of love,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
Hard On For Love,That I steal like a robber,From her altar of love,O money lender!,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
Hard On For Love,From her altar of love,O money lender!,O cloven gender!,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
Hard On For Love,O money lender!,O cloven gender!,I am the fiend hid in her skirts,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
Hard On For Love,O cloven gender!,I am the fiend hid in her skirts,And it’s as hot as hell in here,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
Hard On For Love,I am the fiend hid in her skirts,And it’s as hot as hell in here,Coming at her as I am from above,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
Hard On For Love,And it’s as hot as hell in here,Coming at her as I am from above,,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
Hard On For Love,Coming at her as I am from above,,Hard on for love hard on for love,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
Hard On For Love,,Hard on for love hard on for love,Hard on for love hard on for love,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
Hard On For Love,Hard on for love hard on for love,Hard on for love hard on for love,,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
Hard On For Love,Hard on for love hard on for love,,"Well, I swear I seen that girl before",Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
Hard On For Love,,"Well, I swear I seen that girl before",Like she walked straight outta the book of Leviticus,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
Hard On For Love,"Well, I swear I seen that girl before",Like she walked straight outta the book of Leviticus,But they can stone me with stones I don’t care,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
Hard On For Love,Like she walked straight outta the book of Leviticus,But they can stone me with stones I don’t care,Just as long as I can get to kiss,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
Hard On For Love,But they can stone me with stones I don’t care,Just as long as I can get to kiss,Those gypsy lips! Gypsy lips!,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
Hard On For Love,Just as long as I can get to kiss,Those gypsy lips! Gypsy lips!,My aim is to hit this Miss,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
Hard On For Love,Those gypsy lips! Gypsy lips!,My aim is to hit this Miss,And I’m movin’ in (I’m movin’ in),Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
Hard On For Love,My aim is to hit this Miss,And I’m movin’ in (I’m movin’ in),Coming at her like Lazarus from above,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
Hard On For Love,And I’m movin’ in (I’m movin’ in),Coming at her like Lazarus from above,,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
Hard On For Love,Coming at her like Lazarus from above,,Hard on for love hard on for love,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
Hard On For Love,,Hard on for love hard on for love,Hard on for love hard on for love,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
Hard On For Love,Hard on for love hard on for love,Hard on for love hard on for love,,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
Hard On For Love,Hard on for love hard on for love,,The Lord is my shepard I shall not want,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
Hard On For Love,,The Lord is my shepard I shall not want,The Lord is my shepard I shall not want,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
Hard On For Love,The Lord is my shepard I shall not want,The Lord is my shepard I shall not want,But he leadeth me like a lamb to the lips,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
Hard On For Love,The Lord is my shepard I shall not want,But he leadeth me like a lamb to the lips,Of the mouth of the valley of the shadow of death,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
Hard On For Love,But he leadeth me like a lamb to the lips,Of the mouth of the valley of the shadow of death,I am his rod and his staff,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
Hard On For Love,Of the mouth of the valley of the shadow of death,I am his rod and his staff,I am his sceptre and shaft,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
Hard On For Love,I am his rod and his staff,I am his sceptre and shaft,And she is heaven and hell,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
Hard On For Love,I am his sceptre and shaft,And she is heaven and hell,At whose gates I ain’t been delivered,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
Hard On For Love,And she is heaven and hell,At whose gates I ain’t been delivered,I’m gunna give them gates a shove,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
Hard On For Love,At whose gates I ain’t been delivered,I’m gunna give them gates a shove,,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
Hard On For Love,I’m gunna give them gates a shove,,Hard on for love hard on for love,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
Hard On For Love,,Hard on for love hard on for love,Hard on for love hard on for love,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
Hard On For Love,Hard on for love hard on for love,Hard on for love hard on for love,,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
Hard On For Love,Hard on for love hard on for love,,And her breasts rise and fall,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
Hard On For Love,,And her breasts rise and fall,Her breast rise and fall,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
Hard On For Love,And her breasts rise and fall,Her breast rise and fall,Her breast rise and fall,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
Hard On For Love,Her breast rise and fall,Her breast rise and fall,Her breast rise and fall,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
Hard On For Love,Her breast rise and fall,Her breast rise and fall,And just when I’m about to get my hands on her,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
Hard On For Love,Her breast rise and fall,And just when I’m about to get my hands on her,Just when I’m about to get my hands on her,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
Hard On For Love,And just when I’m about to get my hands on her,Just when I’m about to get my hands on her,Just when I’m about to get my hands on her,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
Hard On For Love,Just when I’m about to get my hands on her,Just when I’m about to get my hands on her,Just when I’m about to get my hands on her,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
Hard On For Love,Just when I’m about to get my hands on her,Just when I’m about to get my hands on her,You are beautiful! O dove!,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
Hard On For Love,Just when I’m about to get my hands on her,You are beautiful! O dove!,,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
Hard On For Love,You are beautiful! O dove!,,Hard on for love hard on for love,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
Hard On For Love,,Hard on for love hard on for love,Hard on for love hard on for love,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
Hard On For Love,Hard on for love hard on for love,Hard on for love hard on for love,Just when I’m about to get my hands on her,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
Hard On For Love,Hard on for love hard on for love,Just when I’m about to get my hands on her,Just when I’m about to get my hands on her,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
Hard On For Love,Just when I’m about to get my hands on her,Just when I’m about to get my hands on her,Her breasts rise and fall,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
Hard On For Love,Just when I’m about to get my hands on her,Her breasts rise and fall,Her breasts rise and fall,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
Hard On For Love,Her breasts rise and fall,Her breasts rise and fall,Just when I’m about to get my hands on her,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
Hard On For Love,Her breasts rise and fall,Just when I’m about to get my hands on her,Just when I’m about to get my hands on her,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
Hard On For Love,Just when I’m about to get my hands on her,Just when I’m about to get my hands on her,Hard on for love hard on for love,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
Hard On For Love,Just when I’m about to get my hands on her,Hard on for love hard on for love,Hard on for love hard on for love,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
Hard On For Love,Hard on for love hard on for love,Hard on for love hard on for love,,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
She Fell Away,,Once she lay open like a road,Carved apart the madness that I stumbled from,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
She Fell Away,Once she lay open like a road,Carved apart the madness that I stumbled from,But she fell away,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
She Fell Away,Carved apart the madness that I stumbled from,But she fell away,She fell away,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
She Fell Away,But she fell away,She fell away,Shed me like a skin,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
She Fell Away,She fell away,Shed me like a skin,She fell away,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
She Fell Away,Shed me like a skin,She fell away,Left me holding everything,Your Funeral… My Trial,1986,Nick Cave & The Bad Seeds
