title,prev,line,next,album,year,artist
Saint Huck,"Why, you know the story!",Ya wake up one morning and you find your a thug,"Cracking for knuckles in some dive,",From Her To Eternity,1984,Nick Cave & The Bad Seeds
Saint Huck,Ya wake up one morning and you find your a thug,"Cracking for knuckles in some dive,","Ya fingers hot and itchin, blowing smoke-rings",From Her To Eternity,1984,Nick Cave & The Bad Seeds
Saint Huck,"Cracking for knuckles in some dive,","Ya fingers hot and itchin, blowing smoke-rings",Ya bull neck bristling…,From Her To Eternity,1984,Nick Cave & The Bad Seeds
Saint Huck,"Ya fingers hot and itchin, blowing smoke-rings",Ya bull neck bristling…,Still Huck he ventures on whistling,From Her To Eternity,1984,Nick Cave & The Bad Seeds
Saint Huck,Ya bull neck bristling…,Still Huck he ventures on whistling,,From Her To Eternity,1984,Nick Cave & The Bad Seeds
Saint Huck,Still Huck he ventures on whistling,,"Death reckons Huckleberrys time is up,",From Her To Eternity,1984,Nick Cave & The Bad Seeds
Saint Huck,,"Death reckons Huckleberrys time is up,",O woah woah woah!,From Her To Eternity,1984,Nick Cave & The Bad Seeds
Saint Huck,"Death reckons Huckleberrys time is up,",O woah woah woah!,Saint Huck! Huck!,From Her To Eternity,1984,Nick Cave & The Bad Seeds
Saint Huck,O woah woah woah!,Saint Huck! Huck!,,From Her To Eternity,1984,Nick Cave & The Bad Seeds
Saint Huck,Saint Huck! Huck!,,"Yonder go Huck, minus pocket-watch an’ wallet gone",From Her To Eternity,1984,Nick Cave & The Bad Seeds
Saint Huck,,"Yonder go Huck, minus pocket-watch an’ wallet gone",Skin shrink-wraps his skeleton,From Her To Eternity,1984,Nick Cave & The Bad Seeds
Saint Huck,"Yonder go Huck, minus pocket-watch an’ wallet gone",Skin shrink-wraps his skeleton,"No wonder he gets thinner, what with his cold’n’skinny dinners!",From Her To Eternity,1984,Nick Cave & The Bad Seeds
Saint Huck,Skin shrink-wraps his skeleton,"No wonder he gets thinner, what with his cold’n’skinny dinners!","Saint Huck-a-Saint Elvis, Saint Huck-a-Saint Elvis",From Her To Eternity,1984,Nick Cave & The Bad Seeds
Saint Huck,"No wonder he gets thinner, what with his cold’n’skinny dinners!","Saint Huck-a-Saint Elvis, Saint Huck-a-Saint Elvis",O you remember the song ya used to sing-a-long,From Her To Eternity,1984,Nick Cave & The Bad Seeds
Saint Huck,"Saint Huck-a-Saint Elvis, Saint Huck-a-Saint Elvis",O you remember the song ya used to sing-a-long,Shifting the river-trade on that ol’ steamer,From Her To Eternity,1984,Nick Cave & The Bad Seeds
Saint Huck,O you remember the song ya used to sing-a-long,Shifting the river-trade on that ol’ steamer,Life is just a dream!,From Her To Eternity,1984,Nick Cave & The Bad Seeds
Saint Huck,Shifting the river-trade on that ol’ steamer,Life is just a dream!,But ya trade in the Mighty ol’ man River,From Her To Eternity,1984,Nick Cave & The Bad Seeds
Saint Huck,Life is just a dream!,But ya trade in the Mighty ol’ man River,For the Dirty ol’ Man Latrine!,From Her To Eternity,1984,Nick Cave & The Bad Seeds
Saint Huck,But ya trade in the Mighty ol’ man River,For the Dirty ol’ Man Latrine!,The brothel shift,From Her To Eternity,1984,Nick Cave & The Bad Seeds
Saint Huck,For the Dirty ol’ Man Latrine!,The brothel shift,The hustle’n’the bustle and the green-backs rustle,From Her To Eternity,1984,Nick Cave & The Bad Seeds
Saint Huck,The brothel shift,The hustle’n’the bustle and the green-backs rustle,And all the sexy-cash,From Her To Eternity,1984,Nick Cave & The Bad Seeds
Saint Huck,The hustle’n’the bustle and the green-backs rustle,And all the sexy-cash,And the randy-cars,From Her To Eternity,1984,Nick Cave & The Bad Seeds
Saint Huck,And all the sexy-cash,And the randy-cars,And the two dollar fucks,From Her To Eternity,1984,Nick Cave & The Bad Seeds
Saint Huck,And the randy-cars,And the two dollar fucks,"O o o ya outta luck, ya outta luck",From Her To Eternity,1984,Nick Cave & The Bad Seeds
Saint Huck,And the two dollar fucks,"O o o ya outta luck, ya outta luck",Woah-woah-woah-woah,From Her To Eternity,1984,Nick Cave & The Bad Seeds
Saint Huck,"O o o ya outta luck, ya outta luck",Woah-woah-woah-woah,Woah-woah-woah-woah Saint Huck! Huck!,From Her To Eternity,1984,Nick Cave & The Bad Seeds
Saint Huck,Woah-woah-woah-woah,Woah-woah-woah-woah Saint Huck! Huck!,,From Her To Eternity,1984,Nick Cave & The Bad Seeds
Wings Off Flies,,"She loves me, she loves me not","She loves me, she loves me not",From Her To Eternity,1984,Nick Cave & The Bad Seeds
Wings Off Flies,"She loves me, she loves me not","She loves me, she loves me not",,From Her To Eternity,1984,Nick Cave & The Bad Seeds
Wings Off Flies,"She loves me, she loves me not",,"We-e-ll, ah’ve spent seven days and seven nights",From Her To Eternity,1984,Nick Cave & The Bad Seeds
Wings Off Flies,,"We-e-ll, ah’ve spent seven days and seven nights",Tryin to get sunk in this brine,From Her To Eternity,1984,Nick Cave & The Bad Seeds
Wings Off Flies,"We-e-ll, ah’ve spent seven days and seven nights",Tryin to get sunk in this brine,Don’t turn on ya water-works,From Her To Eternity,1984,Nick Cave & The Bad Seeds
Wings Off Flies,Tryin to get sunk in this brine,Don’t turn on ya water-works,"‘Cause ah got me a set of water-wings, right?!",From Her To Eternity,1984,Nick Cave & The Bad Seeds
Wings Off Flies,Don’t turn on ya water-works,"‘Cause ah got me a set of water-wings, right?!",Insects suicide against the window,From Her To Eternity,1984,Nick Cave & The Bad Seeds
Wings Off Flies,"‘Cause ah got me a set of water-wings, right?!",Insects suicide against the window,And my heart goes out to those lil flies,From Her To Eternity,1984,Nick Cave & The Bad Seeds
Wings Off Flies,Insects suicide against the window,And my heart goes out to those lil flies,There’s a buzzin in my ear,From Her To Eternity,1984,Nick Cave & The Bad Seeds
Wings Off Flies,And my heart goes out to those lil flies,There’s a buzzin in my ear,"but it’s more of her black-mail, ham Shakespeare & lies",From Her To Eternity,1984,Nick Cave & The Bad Seeds
Wings Off Flies,There’s a buzzin in my ear,"but it’s more of her black-mail, ham Shakespeare & lies","Wings off Flies, She loves me, she loves me not",From Her To Eternity,1984,Nick Cave & The Bad Seeds
Wings Off Flies,"but it’s more of her black-mail, ham Shakespeare & lies","Wings off Flies, She loves me, she loves me not",O o o o oh she loves me not!!,From Her To Eternity,1984,Nick Cave & The Bad Seeds
Wings Off Flies,"Wings off Flies, She loves me, she loves me not",O o o o oh she loves me not!!,,From Her To Eternity,1984,Nick Cave & The Bad Seeds
Wings Off Flies,O o o o oh she loves me not!!,,"Lord, Ah’ve discovered the recipe of Heaven",From Her To Eternity,1984,Nick Cave & The Bad Seeds
Wings Off Flies,,"Lord, Ah’ve discovered the recipe of Heaven","Ya git solitude and mix with sanctuary and silence,",From Her To Eternity,1984,Nick Cave & The Bad Seeds
Wings Off Flies,"Lord, Ah’ve discovered the recipe of Heaven","Ya git solitude and mix with sanctuary and silence,",then bake it!,From Her To Eternity,1984,Nick Cave & The Bad Seeds
Wings Off Flies,"Ya git solitude and mix with sanctuary and silence,",then bake it!,"Listen, I plead guilty to misanthropy",From Her To Eternity,1984,Nick Cave & The Bad Seeds
Wings Off Flies,then bake it!,"Listen, I plead guilty to misanthropy",So hang me! Ah’d appreciate it!!,From Her To Eternity,1984,Nick Cave & The Bad Seeds
Wings Off Flies,"Listen, I plead guilty to misanthropy",So hang me! Ah’d appreciate it!!,Witness her gate-crash my tiny hell,From Her To Eternity,1984,Nick Cave & The Bad Seeds
Wings Off Flies,So hang me! Ah’d appreciate it!!,Witness her gate-crash my tiny hell,With some obscene tête-à-tête,From Her To Eternity,1984,Nick Cave & The Bad Seeds
Wings Off Flies,Witness her gate-crash my tiny hell,With some obscene tête-à-tête,If ya wanna talk to me about Love’n’Pain,From Her To Eternity,1984,Nick Cave & The Bad Seeds
Wings Off Flies,With some obscene tête-à-tête,If ya wanna talk to me about Love’n’Pain,"Consult my ulcer, it’d be happy to co-operate",From Her To Eternity,1984,Nick Cave & The Bad Seeds
Wings Off Flies,If ya wanna talk to me about Love’n’Pain,"Consult my ulcer, it’d be happy to co-operate","Wings off Flies, she loves me, loves me not",From Her To Eternity,1984,Nick Cave & The Bad Seeds
Wings Off Flies,"Consult my ulcer, it’d be happy to co-operate","Wings off Flies, she loves me, loves me not","Eh, Joe! another outa do the job.",From Her To Eternity,1984,Nick Cave & The Bad Seeds
Wings Off Flies,"Wings off Flies, she loves me, loves me not","Eh, Joe! another outa do the job.",,From Her To Eternity,1984,Nick Cave & The Bad Seeds
Wings Off Flies,"Eh, Joe! another outa do the job.",,"Time to drown our lil fire, ya can keep the ashes,",From Her To Eternity,1984,Nick Cave & The Bad Seeds
Wings Off Flies,,"Time to drown our lil fire, ya can keep the ashes,","Now bye bye, bye, bye, see ya in a pigs eye!",From Her To Eternity,1984,Nick Cave & The Bad Seeds
Wings Off Flies,"Time to drown our lil fire, ya can keep the ashes,","Now bye bye, bye, bye, see ya in a pigs eye!","Ah will be one, in need of no-one",From Her To Eternity,1984,Nick Cave & The Bad Seeds
Wings Off Flies,"Now bye bye, bye, bye, see ya in a pigs eye!","Ah will be one, in need of no-one","In this, my deepest dive..",From Her To Eternity,1984,Nick Cave & The Bad Seeds
Wings Off Flies,"Ah will be one, in need of no-one","In this, my deepest dive..","Filler up, Joe..",From Her To Eternity,1984,Nick Cave & The Bad Seeds
Wings Off Flies,"In this, my deepest dive..","Filler up, Joe..",Hey! Ah am obliged! Ah am obliged!,From Her To Eternity,1984,Nick Cave & The Bad Seeds
Wings Off Flies,"Filler up, Joe..",Hey! Ah am obliged! Ah am obliged!,"Wings off Flies, She loves me, she loves me not",From Her To Eternity,1984,Nick Cave & The Bad Seeds
Wings Off Flies,Hey! Ah am obliged! Ah am obliged!,"Wings off Flies, She loves me, she loves me not",Wings off Flies etc… ad infinitum,From Her To Eternity,1984,Nick Cave & The Bad Seeds
Wings Off Flies,"Wings off Flies, She loves me, she loves me not",Wings off Flies etc… ad infinitum,,From Her To Eternity,1984,Nick Cave & The Bad Seeds
A Box For Black Paul,,Who’ll build a box for black Paul?,Ah’m enquirin on behalf of his soul,From Her To Eternity,1984,Nick Cave & The Bad Seeds
A Box For Black Paul,Who’ll build a box for black Paul?,Ah’m enquirin on behalf of his soul,Ah’d be beholdin to ya all,From Her To Eternity,1984,Nick Cave & The Bad Seeds
A Box For Black Paul,Ah’m enquirin on behalf of his soul,Ah’d be beholdin to ya all,For a lil information just a little indication,From Her To Eternity,1984,Nick Cave & The Bad Seeds
A Box For Black Paul,Ah’d be beholdin to ya all,For a lil information just a little indication,Just who’ll dig the hole?,From Her To Eternity,1984,Nick Cave & The Bad Seeds
A Box For Black Paul,For a lil information just a little indication,Just who’ll dig the hole?,When ya done ransackin his room,From Her To Eternity,1984,Nick Cave & The Bad Seeds
A Box For Black Paul,Just who’ll dig the hole?,When ya done ransackin his room,grabbin any damn thing that shines,From Her To Eternity,1984,Nick Cave & The Bad Seeds
A Box For Black Paul,When ya done ransackin his room,grabbin any damn thing that shines,throw the scraps down on the street,From Her To Eternity,1984,Nick Cave & The Bad Seeds
A Box For Black Paul,grabbin any damn thing that shines,throw the scraps down on the street,Like all his books and his notes,From Her To Eternity,1984,Nick Cave & The Bad Seeds
A Box For Black Paul,throw the scraps down on the street,Like all his books and his notes,All the junk that he wrote,From Her To Eternity,1984,Nick Cave & The Bad Seeds
A Box For Black Paul,Like all his books and his notes,All the junk that he wrote,The whole fuckin lot right up in smoke,From Her To Eternity,1984,Nick Cave & The Bad Seeds
A Box For Black Paul,All the junk that he wrote,The whole fuckin lot right up in smoke,Ain’t there nothin sacred anymore,From Her To Eternity,1984,Nick Cave & The Bad Seeds
A Box For Black Paul,The whole fuckin lot right up in smoke,Ain’t there nothin sacred anymore,Who will build a box for Black Paul?,From Her To Eternity,1984,Nick Cave & The Bad Seeds
A Box For Black Paul,Ain’t there nothin sacred anymore,Who will build a box for Black Paul?,And their shootin off his guns,From Her To Eternity,1984,Nick Cave & The Bad Seeds
A Box For Black Paul,Who will build a box for Black Paul?,And their shootin off his guns,And their shootin off their mouths,From Her To Eternity,1984,Nick Cave & The Bad Seeds
A Box For Black Paul,And their shootin off his guns,And their shootin off their mouths,Sayin ‘Fuck with us… and Die’,From Her To Eternity,1984,Nick Cave & The Bad Seeds
A Box For Black Paul,And their shootin off their mouths,Sayin ‘Fuck with us… and Die’,(But see that rat of fear go scuttle in their skulls),From Her To Eternity,1984,Nick Cave & The Bad Seeds
A Box For Black Paul,Sayin ‘Fuck with us… and Die’,(But see that rat of fear go scuttle in their skulls),‘Cover that eye!’ ‘Cover that frozen eye!!’,From Her To Eternity,1984,Nick Cave & The Bad Seeds
A Box For Black Paul,(But see that rat of fear go scuttle in their skulls),‘Cover that eye!’ ‘Cover that frozen eye!!’,,From Her To Eternity,1984,Nick Cave & The Bad Seeds
A Box For Black Paul,‘Cover that eye!’ ‘Cover that frozen eye!!’,,"Armies of ants, wade up the lil red streams",From Her To Eternity,1984,Nick Cave & The Bad Seeds
A Box For Black Paul,,"Armies of ants, wade up the lil red streams",they’re heading for the mother-pool,From Her To Eternity,1984,Nick Cave & The Bad Seeds
A Box For Black Paul,"Armies of ants, wade up the lil red streams",they’re heading for the mother-pool,"O lord, its cruel, O man it’s hot!",From Her To Eternity,1984,Nick Cave & The Bad Seeds
A Box For Black Paul,they’re heading for the mother-pool,"O lord, its cruel, O man it’s hot!",And some of them ants they just climb to the spot,From Her To Eternity,1984,Nick Cave & The Bad Seeds
A Box For Black Paul,"O lord, its cruel, O man it’s hot!",And some of them ants they just climb to the spot,"Black-puppet, in a hoop up against the stoning-wall",From Her To Eternity,1984,Nick Cave & The Bad Seeds
A Box For Black Paul,And some of them ants they just climb to the spot,"Black-puppet, in a hoop up against the stoning-wall","Blud-puppet go to sleep, ma-ma won’t scold ya anymore",From Her To Eternity,1984,Nick Cave & The Bad Seeds
A Box For Black Paul,"Black-puppet, in a hoop up against the stoning-wall","Blud-puppet go to sleep, ma-ma won’t scold ya anymore",Who’ll build a box for Black Paul?,From Her To Eternity,1984,Nick Cave & The Bad Seeds
